postcode,sector,easting,northing,localAuthority
SK12 4PR,SK12 4,400808.0,384402.0,High Peak
LS11 6AU,LS11 6,429448.0,431283.0,Leeds
DY8 4PX,DY8 4,390162.0,285029.0,Dudley
S60 5PW,S60 5,443018.0,387766.0,Rotherham
ST6 3BE,ST6 3,386800.0,349500.0,Stoke-on-Trent
WF1 4NN,WF1 4,433912.0,420879.0,Wakefield
GU51 4QU,GU51 4,481064.0,155091.0,Hart
TR7 2BB,TR7 2,182423.0,60312.0,Cornwall
M41 9NR,M41 9,377754.0,394417.0,Trafford
GU2 8DB,GU2 8,498000.0,150944.0,Guildford
NE37 3AP,NE37 3,431283.0,557907.0,Sunderland
BB5 5GU,BB5 5,376192.0,428654.0,Hyndburn
NR32 2QR,NR32 2,652775.0,293404.0,East Suffolk
BR3 5EP,BR3 5,537629.0,169848.0,Bromley
IP11 9AH,IP11 9,629751.0,235209.0,East Suffolk
WF1 9BA,WF1 9,433076.0,420442.0,Wakefield
CO7 9BP,CO7 9,603881.0,221458.0,Colchester
DE7 0ZY,DE7 0,446449.0,341714.0,Erewash
SW1Y 6HD,SW1Y 6,529540.0,180511.0,Westminster
TS17 7BZ,TS17 7,445541.0,517823.0,Stockton-on-Tees
ST4 2WH,ST4 2,388120.0,345660.0,Stoke-on-Trent
WF15 7JT,WF15 7,421109.0,423343.0,Kirklees
LE11 2NJ,LE11 2,453290.0,317310.0,Charnwood
BN7 3HQ,BN7 3,541972.0,106367.0,Lewes
W1T 4LH,W1T 4,529146.0,181902.0,Westminster
PO18 0EB,PO18 0,490713.0,107361.0,Chichester
M14 4RE,M14 4,383845.0,395351.0,Manchester
NR32 2QA,NR32 2,653495.0,293815.0,East Suffolk
EN2 8DJ,EN2 8,532042.0,196999.0,Enfield
S6 1FB,S6 1,433055.0,392680.0,Sheffield
TQ6 9AJ,TQ6 9,287817.0,51197.0,South Hams
CA7 0ND,CA7 0,326489.0,550350.0,Allerdale
M16 9YW,M16 9,382649.0,395651.0,Trafford
SN38 1NS,SN38 1,411410.0,185946.0,Swindon
DY9 9DB,DY9 9,392462.0,282896.0,Dudley
TN12 6BN,TN12 6,567432.0,144461.0,Tunbridge Wells
TN34 2LN,TN34 2,581548.0,110473.0,Hastings
OX9 7UE,OX9 7,460300.0,199000.0,South Oxfordshire
SL8 5XQ,SL8 5,490116.0,187227.0,Buckinghamshire
S80 1PT,S80 1,458561.0,379540.0,Bassetlaw
SN15 4JX,SN15 4,403499.0,182029.0,Wiltshire
NG5 0EQ,NG5 0,458138.0,344912.0,Gedling
E1 3DG,E1 3,535894.0,181617.0,Tower Hamlets
TN31 7NH,TN31 7,592134.0,121056.0,Rother
NW9 9BQ,NW9 9,518974.0,189395.0,Brent
SO4 3US,SO4 3,434245.0,113658.0,New Forest
SN5 8HT,SN5 8,412071.0,183590.0,Swindon
NG34 9QY,NG34 9,514254.0,343798.0,North Kesteven
DE6 1ZT,DE6 1,418611.0,347201.0,Derbyshire Dales
DA8 3PL,DA8 3,551609.0,177192.0,Bexley
PE1 5FP,PE1 5,515850.0,303480.0,Peterborough
N1 0YR,N1 0,531641.0,183874.0,Islington
SW3 2NA,SW3 2,527422.0,178767.0,Kensington and Chelsea
OX3 8FP,OX3 8,456206.0,207948.0,South Oxfordshire
HU1 1RR,HU1 1,509966.0,428552.0,"Kingston upon Hull, City of"
WA3 9BX,WA3 9,365921.0,392848.0,Warrington
CO6 5BB,CO6 5,599949.0,240023.0,Babergh
WS6 6EF,WS6 6,399258.0,306432.0,South Staffordshire
LA3 3SH,LA3 3,345599.0,462944.0,Lancaster
BD17 5HD,BD17 5,415097.0,439447.0,Bradford
SG1 1ZS,SG1 1,523851.0,224188.0,Stevenage
MK45 3QL,MK45 3,504865.0,241554.0,Central Bedfordshire
MK10 1BG,MK10 1,489970.0,237715.0,Milton Keynes
WV12 5NB,WV12 5,398089.0,301321.0,Walsall
TN9 1TJ,TN9 1,558968.0,146257.0,Tonbridge and Malling
B16 8RE,B16 8,405235.0,286522.0,Birmingham
B36 0SY,B36 0,416980.0,289465.0,Solihull
SO3 6QZ,SO3 6,451992.0,107369.0,Fareham
TR20 8FE,TR20 8,145427.0,32121.0,Cornwall
PE24 4PD,PE24 4,549713.0,359372.0,East Lindsey
WV14 6RE,WV14 6,394750.0,297093.0,Wolverhampton
RH16 1LS,RH16 1,532643.0,124829.0,Mid Sussex
PR5 2UU,PR5 2,355055.0,422248.0,South Ribble
E3 2SZ,E3 2,537333.0,184085.0,Tower Hamlets
CO7 7UR,CO7 7,610118.0,226002.0,Tendring
SG12 8HR,SG12 8,538916.0,211750.0,East Hertfordshire
ST2 9BA,ST2 9,390830.0,347509.0,Stoke-on-Trent
B5 4PN,B5 4,407228.0,286554.0,Birmingham
N11 9ES,N11 9,530922.0,191736.0,Enfield
NW1 6JR,NW1 6,527542.0,182063.0,Westminster
WA7 6HA,WA7 6,355136.0,380192.0,Halton
LE2 1FL,LE2 1,459900.0,303700.0,Leicester
SO15 5DG,SO15 5,441027.0,112586.0,Southampton
GU6 7HP,GU6 7,506940.0,138977.0,Waverley
BH1 1ZS,BH1 1,409725.0,92040.0,"Bournemouth, Christchurch and Poole"
TR13 8EG,TR13 8,165870.0,27360.0,Cornwall
ST3 2BX,ST3 2,389081.0,343504.0,Stoke-on-Trent
NN14 4LU,NN14 4,499292.0,279288.0,North Northamptonshire
B61 0UF,B61 0,395991.0,272438.0,Bromsgrove
YO1 1RD,YO1 1,460325.0,451580.0,York
